SubClass,Label,Label,Class,Definition,imported from,definition source,comments,Synonyms,dateSubmitted
DIGITRUBBER:DIGITRUBBER_000214,Laser induced breakdown spectroscopy [chmo],,http://purl.obolibrary.org/obo/IAO_0000104,A type of atomic emission spectrometry where a high energy laser pulse is used to generate a plasma which acts as the excitation source.,,http://purl.obolibrary.org/obo/CHMO_0000258,http://purl.obolibrary.org/obo/chmo.owl,,
DIGITRUBBER:DIGITRUBBER_000215,distribution quality [ifnano],,http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000216,peak [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,"In Spectroscopy, peaks are features of a spectrum. A peak comprise a restricted region of a spectrum, which is absorbed or emitted with high intensity.",,,,,
DIGITRUBBER:DIGITRUBBER_000217,peak [allotrope],,http://purl.obolibrary.org/obo/IAO_0000030,A peak describes a part of a data distribution function at a definite range of the experimental parameter (independent variable) of the distribution function. This definition includes a single data point of the distribution function. [Allotrope],,http://purl.allotrope.org/ontologies/result#AFR_0000413,http://purl.allotrope.org/ontologies/,,
DIGITRUBBER:DIGITRUBBER_000218,peak [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,The most extreme possible amount or value; the highest point.,,http://purl.obolibrary.org/obo/NCIT_C48054,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000219,peak [envo],,http://purl.obolibrary.org/obo/IAO_0000030,The summit of a mount.,,http://purl.obolibrary.org/obo/ENVO_00000480,http://purl.obolibrary.org/obo/envo.owl,,
DIGITRUBBER:DIGITRUBBER_000220,peak [ms],,http://purl.obolibrary.org/obo/IAO_0000030,"A localized region of relatively large ion signal in a mass spectrum. Although peaks are often associated with particular ions, the terms peak and ion should not be used interchangeably.",,http://purl.obolibrary.org/obo/MS_1000231,http://purl.obolibrary.org/obo/ms.owl,,
DIGITRUBBER:DIGITRUBBER_000221,raw spectrum [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,,,,,,
DIGITRUBBER:DIGITRUBBER_000222,processed spectrum [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,,,,,,
DIGITRUBBER:DIGITRUBBER_000223,principal component analysis [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,Principal component analysis (PCA) is the process of computing the principal components and using them to perform a change of basis on the data.,,https://en.wikipedia.org/wiki/Principal_component_analysis,,,
DIGITRUBBER:DIGITRUBBER_000224,principal component analysis [ncit],,http://purl.obolibrary.org/obo/IAO_0000104,A vector space transform used to reduce the dimensionality in a dataset while retaining those characteristics of the dataset that contribute most to its variance.,,http://purl.obolibrary.org/obo/NCIT_C49291,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000225,principal component analysis [edam],,http://purl.obolibrary.org/obo/IAO_0000104,A statistical procedure that uses an orthogonal transformation to convert a set of observations of possibly correlated variables into a set of values of linearly uncorrelated variables called principal components.,,http://edamontology.org/operation_3960,http://edamontology.org,,
DIGITRUBBER:DIGITRUBBER_000226,Photometric Measurement Process [ifnano],,http://purl.obolibrary.org/obo/BFO_0000015,,,,,,
DIGITRUBBER:DIGITRUBBER_000227,Metadata [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,"Metadata are data, which belong to a measurement. They complete the measurment data providing information about the condition under which the measurements have been taken place.",,,,,
DIGITRUBBER:DIGITRUBBER_000228,Metadata [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,Data about data; information that describes another set of data.,,http://purl.obolibrary.org/obo/NCIT_C52095,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000229,Photometry [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,Measurement method using visible light,,,,,
DIGITRUBBER:DIGITRUBBER_000230,Photometry [ncit],,http://purl.obolibrary.org/obo/IAO_0000104,"Measurement of the properties of light, especially luminous intensity.",,http://purl.obolibrary.org/obo/NCIT_C65109,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000231,Colorimetry [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,Determination concentrations using a color chart,,,,,
DIGITRUBBER:DIGITRUBBER_000232,Colorimetry [allotrope],,http://purl.obolibrary.org/obo/IAO_0000104,The determination of the spectral absorbance of a solution. This method is often used to determine the concentration of a chemical in a solution. [CHMO],skos:definition,http://purl.allotrope.org/ontologies/process#AFP_0002309,http://purl.allotrope.org/ontologies/,,
DIGITRUBBER:DIGITRUBBER_000233,Colorimetry [ncit],,http://purl.obolibrary.org/obo/IAO_0000104,An assessment used to quantify and describe the colors within the visible spectrum of light.,,http://purl.obolibrary.org/obo/NCIT_C111096,http://purl.allotrope.org/ontologies/,,
DIGITRUBBER:DIGITRUBBER_000234,Image data [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,Digital representation of an image. Images are represented in natural numbers.,,,,,
DIGITRUBBER:DIGITRUBBER_000235,RGB image data [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,"Digital representation of an image using a natural number defining the red, green and blue proportion for each pixel ",,,,,
DIGITRUBBER:DIGITRUBBER_000236,Picture grid [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,Commen form of representing a digital picture: The picture is represented as a XY-Grid of Data-Points containing the color and brightness information.,,,,,
DIGITRUBBER:DIGITRUBBER_000237,Pixel [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,Element of the picture grid,,,,,
DIGITRUBBER:DIGITRUBBER_000238,Pixel [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,"The smallest resolvable rectangular area of an image, either on a screen or stored in memory.",,http://purl.obolibrary.org/obo/NCIT_C48367,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000239,Digital image processing [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,The use of a digital computer to process digital images through an algorithm.,,,,,
DIGITRUBBER:DIGITRUBBER_000240,Image analysis [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,Using image data and eventually digital image processing in order to generate a corellation between this data and an analytical target.,,,,,
DIGITRUBBER:DIGITRUBBER_000241,Image analysis [allotrope],,http://purl.obolibrary.org/obo/IAO_0000104,Image analysis is the discovering of patterns in an image that are correlated to qualities of the material entity the image represents or of abstract patterns. [Allotrope],,http://purl.allotrope.org/ontologies/process#AFP_0003540,allotrope,,
DIGITRUBBER:DIGITRUBBER_000242,Image analysis [edam],,http://purl.obolibrary.org/obo/IAO_0000104,The analysis of a image (typically a digital image) of some type in order to extract information from it.,,http://edamontology.org/operation_3443,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000243,Analytical target [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,"The information represented by one or more variables, which has to be predicted by data analysis in instrumental analytics",,,,,
DIGITRUBBER:DIGITRUBBER_000244,Geometry correction [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,In terms of digtal image procession: correction methods to compensate image errors caused by lense distorsion or perspective.,,,,,
DIGITRUBBER:DIGITRUBBER_000245,Linear discriminant analysis [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,"Linear discriminant analysis (LDA), normal discriminant analysis (NDA), or discriminant function analysis is a generalization of Fisher's linear discriminant, a method used in statistics and other fields, to find a linear combination of features that characterizes or separates two or more classes of objects or events.",,,,,
DIGITRUBBER:DIGITRUBBER_000246,Supervised learning [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,Machine learning task of learning a function that maps an input to an output based on example input-output pairs.,,,,,
DIGITRUBBER:DIGITRUBBER_000247,Supervised learning [obi],,http://purl.obolibrary.org/obo/IAO_0000104,A machine learning process using a function that maps an input to an output based on example input-output pairs. It infers a function from labeled training data consisting of a set of training examples.,(supervised machine learning),http://purl.obolibrary.org/obo/OBI_0002588,http://purl.obolibrary.org/obo/obi.owl,,
DIGITRUBBER:DIGITRUBBER_000248,Unsupervised learning [ifnano],,http://purl.obolibrary.org/obo/IAO_0000104,A type of algorithm that learns patterns from untagged data,,,,,
DIGITRUBBER:DIGITRUBBER_000249,Unsupervised learning [obi],,http://purl.obolibrary.org/obo/IAO_0000104,"A machine learning process that infers a function describing the structure of ""unlabeled"" data (i.e. data that has not been classified or categorized).",(unsupervised machine learning),http://purl.obolibrary.org/obo/OBI_0002589,http://purl.obolibrary.org/obo/obi.owl,,
DIGITRUBBER:DIGITRUBBER_000250,Image histogramm / histogramm [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,A type of histogram that acts as a graphical representation of the tonal distribution in a digital image. It plots the number of pixels for each tonal value.,,,,,
DIGITRUBBER:DIGITRUBBER_000251,Color histogramm [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,A multidimensional histogram of the distribution of color in an image,,,,,
DIGITRUBBER:DIGITRUBBER_000252,8-bit number [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,,,,,,
DIGITRUBBER:DIGITRUBBER_000253,16-bit number [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,,,,,,
DIGITRUBBER:DIGITRUBBER_000254,count [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,,,,,,
DIGITRUBBER:DIGITRUBBER_000255,count [allotrope],,http://purl.obolibrary.org/obo/IAO_0000030,The number of objects counted. [Allotrope],skos:concept,http://purl.allotrope.org/ontologies/property#AFX_0000604,allotrope,,
DIGITRUBBER:DIGITRUBBER_000256,count [allotrope],,http://purl.obolibrary.org/obo/IAO_0000030,A datum that has non-negative integer values that is about the number of discrete things. [Allotrope],skos:concept,http://purl.allotrope.org/ontologies/result#AFR_0000984,allotrope,,
DIGITRUBBER:DIGITRUBBER_000257,count [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,Determining the number or amount of something.,,http://purl.obolibrary.org/obo/NCIT_C25463,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000258,count [ms],,http://purl.obolibrary.org/obo/IAO_0000030,a count is a data item denoted by an integer and represented the number of instances or occurences of an entity,,http://purl.obolibrary.org/obo/STATO_0000047,http://purl.obolibrary.org/obo/ms.owl,,
DIGITRUBBER:DIGITRUBBER_000259,arbitrary units [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,"A general, relative unit of measurement ",,https://en.wikipedia.org/wiki/Arbitrary_unit,,,
DIGITRUBBER:DIGITRUBBER_000260,arbitrary units [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,"A single undivided thing (unit) based on or subject to individual judgment or preference, and not by necessity, reason, or principle.",,http://purl.obolibrary.org/obo/NCIT_C75765,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000261,zinc [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,The chemical element zinc,,https://en.wikipedia.org/wiki/Zinc,,,
DIGITRUBBER:DIGITRUBBER_000262,zinc [bwmd],,http://purl.obolibrary.org/obo/IAO_0000030,The chemical element zinc,,https://www.materials.fraunhofer.de/ontologies/BWMD_ontology/mid#BWMD_00096,https://www.materials.fraunhofer.de/ontologies/BWMD_ontology,,
DIGITRUBBER:DIGITRUBBER_000263,zinc [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,"An element with atomic symbol Zn, atomic number 30, and atomic weight 65.39.",,http://purl.obolibrary.org/obo/NCIT_C948,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000264,zinc [efo],,http://purl.obolibrary.org/obo/IAO_0000030,A zinc group element atom that has formula Zn.,,http://purl.obolibrary.org/obo/CHEBI_27363,http://www.ebi.ac.uk/efo/efo.owl,,
DIGITRUBBER:DIGITRUBBER_000265,Standard deviation [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,A measure of the amount of variation of a set of values.,,,,,
DIGITRUBBER:DIGITRUBBER_000266,Standard deviation [allotrope],,http://purl.obolibrary.org/obo/IAO_0000030,The standard deviation is a measure of the amount of variation or dispersion of a set of values. [Wikipedia],,http://purl.allotrope.org/ontologies/result#AFR_0002192,allotrope,,
DIGITRUBBER:DIGITRUBBER_000267,Standard deviation [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,"A measure of the range of values in a set of numbers. Standard deviation is a statistic used as a measure of the dispersion or variation in a distribution, equal to the square root of the arithmetic mean of the squares of the deviations from the arithmetic mean.",,http://purl.obolibrary.org/obo/NCIT_C53322,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000268,Standard deviation [ms],,http://purl.obolibrary.org/obo/IAO_0000030,"The standard deviation of a random variable, statistical population, data set, or probability distribution is a measure of variation which correspond to the average distance from the mean of the data set to any given point of that dataset. It also corresponds to the square root of its variance.",,http://purl.obolibrary.org/obo/STATO_0000237,http://purl.obolibrary.org/obo/ms.owl,,
DIGITRUBBER:DIGITRUBBER_000269,Mooney viscosity [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,The viscosity of rubber using a standard test method and Mooney Viscometer.,,,,,
DIGITRUBBER:DIGITRUBBER_000270,Monomer [ifnano],,http://purl.obolibrary.org/obo/BFO_0000040,"Asubstance which is capable of forming covalent bonds with a
sequence of additional like or unlike molecules under the conditions of the relevant polymerforming reaction used for the particular process",,,,,
DIGITRUBBER:DIGITRUBBER_000271,Monomer [ncit],,http://purl.obolibrary.org/obo/BFO_0000040,A chemical subunit that can undergo polymerization by bonding to other subunits.,,http://purl.obolibrary.org/obo/NCIT_C63845,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000272,Polymer [ifnano],,http://purl.obolibrary.org/obo/CHEBI_60004,"a substance consisting of molecules characterised by the sequence of one or more
types of monomer unit. Such molecules must be distributed over a range of molecular weights. ",,,,,
DIGITRUBBER:DIGITRUBBER_000273,Polymer [chebi],,http://purl.obolibrary.org/obo/CHEBI_60004,"A polymer is a mixture, which is composed of macromolecules of different kinds and which may be differentiated by composition, length, degree of branching etc..",,http://purl.obolibrary.org/obo/CHEBI_60027,http://purl.obolibrary.org/obo/chebi.owl,,
DIGITRUBBER:DIGITRUBBER_000274,Polymer [ncit],,http://purl.obolibrary.org/obo/CHEBI_60004,A substance made up of variable numbers of repeating structural units linked through covalent bonds.,,http://purl.obolibrary.org/obo/NCIT_C48803,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000275,Polymer [proco],,http://purl.obolibrary.org/obo/CHEBI_60004,"A substance or material consisting of very large molecules, or macromolecules, composed of many repeating subunits.",,http://purl.obolibrary.org/obo/PROCO_0000054,http://purl.obolibrary.org/obo/proco.owl,,
DIGITRUBBER:DIGITRUBBER_000276,Composition [ifnano],,http://purl.obolibrary.org/obo/IAO_0000030,The relative proportions of monomers that make up a particular chemical polymer (raw rubber).,,,,,
DIGITRUBBER:DIGITRUBBER_000277,Composition [fso],,http://purl.obolibrary.org/obo/IAO_0000030,Composition of the material or substance.,,http://www.aidimme.es/FurnitureSectorOntology.owl#hasComposition,http://www.aidimme.es/FurnitureSectorOntology.owl,,
DIGITRUBBER:DIGITRUBBER_000278,Composition [pato],,http://purl.obolibrary.org/obo/IAO_0000030,A single physical entity inhering in an bearer by virtue of the bearer's quantities or relative ratios of subparts. [PATO],,http://purl.obolibrary.org/obo/PATO_0000025,PATO,,
DIGITRUBBER:DIGITRUBBER_000279,Composition [ncit],,http://purl.obolibrary.org/obo/IAO_0000030,"The way in which something is made, especially in terms of its different parts; its constituents.",,http://purl.obolibrary.org/obo/NCIT_C53414,http://purl.obolibrary.org/obo/ncit.owl,,
DIGITRUBBER:DIGITRUBBER_000280,sample [ifnano],,http://purl.obolibrary.org/obo/BFO_0000040,"A material entity, which is part of a larger set of the same material entity",,,,,
DIGITRUBBER:DIGITRUBBER_000281,Agglomerate [dik],Agglomerat [dik],http://purl.obolibrary.org/obo/CHEBI_60027,Group of interlocked aggregates that are easily separated by normal rubber processing,,,,,
DIGITRUBBER:DIGITRUBBER_000282,Aggregate [dik],Aggregat [dik],http://purl.obolibrary.org/obo/CHEBI_60004,Rigid group of coalesced particles which is the smallest entity that can be dispersed by normal rubber processing,,,,,
DIGITRUBBER:DIGITRUBBER_000283,Particle [dik],Partikel [dik],http://purl.obolibrary.org/obo/CHEBI_59999,Smallest discernible spherical or nearly spherical unit which can exist separately,,,,,
DIGITRUBBER:DIGITRUBBER_000284,Particle [ncit],Partikel [ncit],http://purl.obolibrary.org/obo/CHEBI_24431,An object with finite mass and size parameters.,http://purl.obolibrary.org/obo/NCIT_C63850,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000285,Polymer [dik],Polymer [dik],http://purl.obolibrary.org/obo/BFO_0000040,substance composed of molecules characterized by the multiple repetition of one or more species of atoms or groups of atoms (constitutional units) linked to each other in amounts sufficient to provide a set of properties that do not vary markedly with the addition or removal of one or a few of the constitutional units,,,,,
DIGITRUBBER:DIGITRUBBER_000286,Polymer [chebi],Polymer [chebi],http://purl.obolibrary.org/obo/CHEBI_28798,"A polymer is a mixture, which is composed of macromolecules of different kinds and which may be differentiated by composition, length, degree of branching etc.",http://purl.obolibrary.org/obo/CHEBI_60027,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000287,Polymer [ncit],Polymer [ncit],http://purl.obolibrary.org/obo/CHEBI_28798,A substance made up of variable numbers of repeating structural units linked through covalent bonds.,http://purl.obolibrary.org/obo/NCIT_C48803,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000288,Polymer [proco],Polymer [proco],http://purl.obolibrary.org/obo/CHEBI_28798,"A substance or material consisting of very large molecules, or macromolecules, composed of many repeating subunits.",http://purl.obolibrary.org/obo/PROCO_0000054,http://purl.obolibrary.org/obo/proco.owl,,,
DIGITRUBBER:DIGITRUBBER_000289,Raw Rubber [dik],Rohkautschuk [dik],http://purl.obolibrary.org/obo/CHEBI_28798,"natural or synthetic rubber, usually in bales or packages, forming the starting material for the manufacture of rubber products",,,,,
DIGITRUBBER:DIGITRUBBER_000290,Synthetic Rubber [dik],Synthesekautschuk [dik],http://purl.obolibrary.org/obo/CHEBI_28798,rubber produced by non-biologically polymerizing one or more monomers,,,,,
DIGITRUBBER:DIGITRUBBER_000291,M-group Rubber [dik],M-Gruppe Kautschuk [dik],http://purl.obolibrary.org/obo/CHEBI_28798,Rubber with a saturated carbon chain of the polymethylene type,,,,,
DIGITRUBBER:DIGITRUBBER_000292,Ethylene Propylene Diene Rubber [dik],Ethylen-Propylen-Dien-‎Kautschuk ‎[dik],http://purl.obolibrary.org/obo/CHEBI_28798,"Terpolymer of ethylene, propylene and a diene with the remaining unsaturated portion of the polymerized diene in the side chain",,,,,
DIGITRUBBER:DIGITRUBBER_000293,Diene Rubber [dik],Dienkautschuk [dik],http://purl.obolibrary.org/obo/CHEBI_28798,type of rubber having an unsaturated carbon main chain derived mostly from butadiene or a substituted butadiene,,,,,
DIGITRUBBER:DIGITRUBBER_000294,Keltan 5470C [dik],Keltan 5470C [dik],http://purl.obolibrary.org/obo/CHEBI_60027,Trade name for a specific EPDM rubber,,,,,
DIGITRUBBER:DIGITRUBBER_000295,Filler [dik],Füllstoff [dik],http://purl.obolibrary.org/obo/BFO_0000040,"solid compounding ingredient, in particulate form, which may be added in relatively large proportions to a rubber or rubber latex for technical or economic purposes",,,,,
DIGITRUBBER:DIGITRUBBER_000296,Carbon Black [dik],Ruß [dik],http://purl.obolibrary.org/obo/CHEBI_82297,"compounding ingredient consisting essentially of more than 95 % elemental carbon in the form of nearspherical particles with major diameters less than 1 μm, generally coalesced into aggregates",,,,,
DIGITRUBBER:DIGITRUBBER_000297,Carbon Black [chebi],Ruß [chebi],http://purl.obolibrary.org/obo/CHEBI_82298,"An elemental carbon in the form of virtually pure colloidal particles that are produced by incomplete combustion or thermal decomposition of gaseous or liquid hydrocarbons under controlled conditions. A black, finely divided pellet or powder, its properties of specific surface area, particle size and structure, conductivity and colour can be varied by varying the exact conditions for its production. It is used in tyres, rubber and plastic products, printing inks and coatings.",http://purl.obolibrary.org/obo/CHEBI_82297,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000298,N-Carbon Black [dik],N-Ruß [dik],DIGITRUBBER:DIGITRUBBER_000297,The letter “N” is used to indicate a normal curing rate typical of furnace blacks that have received no special modification to alter their influence on the rate of cure of rubber.,,,,,
DIGITRUBBER:DIGITRUBBER_000299,S-Carbon Black [dik],S-Ruß [dik],DIGITRUBBER:DIGITRUBBER_000297,The letter “S” is used for channel blacks or for furnace blacks that have been modified to effectively reduce the curing rate of rubber.,,,,,
DIGITRUBBER:DIGITRUBBER_000300,N600-Carbon Black [dik],N600-Ruß [dik],http://purl.obolibrary.org/obo/BFO_0000040,An N carbon black with an average nitrogen surface area of 33 to 39 m²/g.,,,,,
DIGITRUBBER:DIGITRUBBER_000301,Corax N660 [dik],Corax N660 [dik],DIGITRUBBER:DIGITRUBBER_000297,Trade name for a specific N600-carbon black,,,,,
DIGITRUBBER:DIGITRUBBER_000302,Softener [dik],Weichmacher ‎[dik],http://purl.obolibrary.org/obo/BFO_0000040,compounding ingredient used in small proportions to reduce the viscosity of an unvulcanized rubber mix or the hardness of a vulcanizate,,,,,
DIGITRUBBER:DIGITRUBBER_000303,Paraffinic Oil [dik],Paraffinöl [dik],http://purl.obolibrary.org/obo/BFO_0000040,"hydrocarbon process oil, most or all of which is composed of alkanes",,,,,
DIGITRUBBER:DIGITRUBBER_000304,‎P460 [dik],‎P460 [dik],DIGITRUBBER:DIGITRUBBER_000303,Trade name for a specific paraffinic oil,,,,,
DIGITRUBBER:DIGITRUBBER_000305,Process Oil [dik],‎Prozessöl‎ [dik],http://purl.obolibrary.org/obo/BFO_0000040,hydrocarbon oil derived from petroleum or other sources and used as an extender or processing aid,,,,,
DIGITRUBBER:DIGITRUBBER_000306,Processing Aid [dik],Verarbeitungshilfsmittel [dik],http://purl.obolibrary.org/obo/BFO_0000040,compounding ingredient which improves the processability of a rubber compound or mix,,,,,
DIGITRUBBER:DIGITRUBBER_000307,Antidegradant [dik],Alterungsschutzmittel [dik],http://purl.obolibrary.org/obo/BFO_0000040,compounding ingredient used to retard deterioration by ageing,,,,,
DIGITRUBBER:DIGITRUBBER_000308,Antilux 500‎ [dik],Antilux 500‎ [dik],DIGITRUBBER:DIGITRUBBER_000307,Trade name for a specific antidegradant,,,,,
DIGITRUBBER:DIGITRUBBER_000309,Activator [dik],Aktivator [dik],http://purl.obolibrary.org/obo/BFO_0000040,compounding ingredient used in small proportions to increase the effectiveness of an accelerator,,,,,
DIGITRUBBER:DIGITRUBBER_000310,Activator [ncit],Aktivator [ncit],http://purl.obolibrary.org/obo/BFO_0000040,"A class of substances that binds to, activates and increases the activity of a target.",http://purl.obolibrary.org/obo/NCIT_C154897,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000311,Zinc Oxide [dik],Zinkoxid [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000312,Zinkoxid Rotsiegel [dik],Zinkoxid Rotsiegel [dik],http://purl.obolibrary.org/obo/BFO_0000040,Trade name for a specific zinc oxide,,,,,
DIGITRUBBER:DIGITRUBBER_000313,Stearic Acid [dik],Stearinsäure [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000314,Stearic Acid [ncit],Stearinsäure [dik],http://purl.obolibrary.org/obo/BFO_0000040,"A saturated long-chain fatty acid with an 18-carbon backbone. Stearic acid is found in various animal and plant fats, and is a major component of cocoa butter and shea butter.",http://purl.obolibrary.org/obo/NCIT_C68426,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000315,PALMERA B 1802-CG [dik],PALMERA B 1802-CG [dik],DIGITRUBBER:DIGITRUBBER_000313,Trade name for a specific stearic acid,,,,,
DIGITRUBBER:DIGITRUBBER_000316,Accelerator [dik],Beschleuniger [dik],http://purl.obolibrary.org/obo/BFO_0000040,compounding ingredient used in small amounts with a vulcanizing agent to increase the speed of vulcanization and/or enhance the physical properties of the vulcanizate,,,,,
DIGITRUBBER:DIGITRUBBER_000317,Primary Accelerator [dik],Primärbeschleuniger [dik],DIGITRUBBER:DIGITRUBBER_000316,principal accelerator used in a vulcanizing system,,,,,
DIGITRUBBER:DIGITRUBBER_000318,Secondary Accelerator [dik],Zweitbeschleuniger [dik],DIGITRUBBER:DIGITRUBBER_000316,accelerator used in low concentrations with the primary accelerator to optimize cure rate and vulcanizate properties,,,,,
DIGITRUBBER:DIGITRUBBER_000319,Thiazole [dik],Thiazol [dik],http://purl.obolibrary.org/obo/CHEBI_38418,An azole in which the five-membered heterocyclic aromatic skeleton contains a N atom and one S atom.,http://purl.obolibrary.org/obo/CHEBI_43732,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000320,di(benzothiazol-2-yl)disulfide [dik],Di(benzothiazol-2-yl)disulfid [dik],http://purl.obolibrary.org/obo/CHEBI_35489,,,,,,
DIGITRUBBER:DIGITRUBBER_000321,di(benzothiazol-2-yl)disulfide [chebi],Di(benzothiazol-2-yl)disulfid [chebi],http://purl.obolibrary.org/obo/CHEBI_35489,"An organic disulfide resulting from the formal oxidative coupling of the thiol groups of two molecules of 1,3-benzothiazole-2-thiol. It is used as an accelerator in the rubber industry.",http://purl.obolibrary.org/obo/CHEBI_53239,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000322,Vulkacit MBTS [dik],Vulkacit MBTS [dik],DIGITRUBBER:DIGITRUBBER_000321,Trade name for a specific di(benzothiazol-2-yl)disulfide,,,,,
DIGITRUBBER:DIGITRUBBER_000323,Thiuram [dik],Thiuram [dik],DIGITRUBBER:DIGITRUBBER_000316,,,,,,
DIGITRUBBER:DIGITRUBBER_000324,Tetrabenzylthiuramdisulfide [dik],Tetrabenzylthiuramdisulfid [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000325,Luvomaxx TbzTD [dik],Luvomaxx TbzTD [dik],http://purl.obolibrary.org/obo/BFO_0000040,Trade name for a specific tetrabenzylthiuramdisulfide,,,,,
DIGITRUBBER:DIGITRUBBER_000326,dithiocarbamate [dik],Dithiocarbamat [dik],http://purl.obolibrary.org/obo/CHEBI_84292,,,,,,
DIGITRUBBER:DIGITRUBBER_000327,dithiocarbamate [chebi],Dithiocarbamat [chebi],http://purl.obolibrary.org/obo/CHEBI_84292,A member of the class of dithiocarbamate anions resulting from the deprotonation of both of the dithiocarbamic acid moieties of ethylenebis(dithiocarbamic acid). The major species at pH 7.3.,http://purl.obolibrary.org/obo/CHEBI_77308,http://purl.obolibrary.org/obo/chebi.owl,,,
DIGITRUBBER:DIGITRUBBER_000328,Zinc Dibenzyldithiocarbamate [dik],Zink-Dibenzyldithiocarbamat [dik],DIGITRUBBER:DIGITRUBBER_000316,,,,,,
DIGITRUBBER:DIGITRUBBER_000329,Rhenogran ‎ZBDC 80‎ [dik],Rhenogran ‎ZBDC 80‎ [dik],DIGITRUBBER:DIGITRUBBER_000316,Trade name for a specific zinc dibenzyldithiocarbamate,,,,,
DIGITRUBBER:DIGITRUBBER_000330,Vulcanizing Agent [dik],Vulkanisationsmittel [dik],http://purl.obolibrary.org/obo/BFO_0000040,compounding ingredient that produces crosslinking in rubber,,,,,
DIGITRUBBER:DIGITRUBBER_000331,Vulcanizing System [dik],Vulkanisationssystem [dik],http://purl.obolibrary.org/obo/BFO_0000040,"combination of vulcanizing agent and, as required, accelerators, activators, retarders, etc., used to produce the desired vulcanization characteristics and vulcanizate properties",,,,,
